,Date,Week,Rank,MovieCode,MovieName,OpenDate,SalesAmount,SalesShare,SalesInten,SalesChange,SalesAcc,AudienceCount,AudienceInten,AudienceChange,AudienceAcc,ScreenCount,ShowCount
9,2020-02-29,202009,9,20197803,겨울왕국 2,2019-11-21,4737120,0.2,-1371320,-22.4,114801495310,672,-130,-16.2,13746441,26,87
17,2020-02-22,202008,7,20197803,겨울왕국 2,2019-11-21,6108440,0.2,-3445040,-36.1,114794068790,802,-248,-23.6,13745303,25,78
24,2020-02-15,202007,4,20100312,인셉션,2010-07-21,38546800,1.0,-75265200,-66.1,44358698900,4192,-8538,-67.1,5940033,79,281
25,2020-02-15,202007,5,20192401,포드 V 페라리,2019-12-04,36490300,0.9,22638880,163.4,11994467900,3874,1784,85.4,1362833,51,295
27,2020-02-15,202007,7,20197803,겨울왕국 2,2019-11-21,9553480,0.2,-609660,-6.0,114784745920,1050,-46,-4.2,13743944,28,82
28,2020-02-15,202007,8,20198430,나이브스 아웃,2019-12-04,7486600,0.2,-21381160,-74.1,6835802850,826,-3840,-82.3,808790,8,30
31,2020-02-08,202006,1,20100312,인셉션,2010-07-21,113812000,5.9,-245223000,-68.3,44263035800,12730,-26598,-67.6,5928845,153,957
34,2020-02-08,202006,4,20198430,나이브스 아웃,2019-12-04,28867760,1.5,-43032040,-59.9,6810023030,4666,-6681,-58.9,805209,60,220
35,2020-02-08,202006,5,20192401,포드 V 페라리,2019-12-04,13851420,0.7,-17150160,-55.3,11949368260,2090,-2729,-56.6,1357656,37,129
38,2020-02-08,202006,8,20197803,겨울왕국 2,2019-11-21,10163140,0.5,-3963460,-28.1,114772028740,1096,-458,-29.5,13742394,16,54
41,2020-02-01,202005,1,20100312,인셉션,2010-07-21,359035000,30.5,359035000,100.0,44004924200,39328,39328,100.0,5898428,241,2117
42,2020-02-01,202005,2,20198430,나이브스 아웃,2019-12-04,71899800,6.1,38525640,115.4,6748210330,11347,7759,216.2,795200,109,475
45,2020-02-01,202005,5,20192401,포드 V 페라리,2019-12-04,31001580,2.6,8495280,37.7,11920855160,4819,2411,100.1,1353228,74,264
47,2020-02-01,202005,7,20196272,미드웨이,2019-12-31,16477440,1.4,5227600,46.5,8199701530,2611,1231,89.2,953507,78,262
54,2020-01-25,202004,4,20197803,겨울왕국 2,2019-11-21,57422100,2.3,-89662960,-61.0,114708035190,6568,-10682,-61.9,13735028,59,217
57,2020-01-25,202004,7,20198430,나이브스 아웃,2019-12-04,33374160,1.3,-43390280,-56.5,6642633870,3588,-5768,-61.7,779085,29,109
59,2020-01-25,202004,9,20192401,포드 V 페라리,2019-12-04,22506300,0.9,-57916560,-72.0,11871709720,2408,-6952,-74.3,1346052,17,60
63,2020-01-18,202003,3,20196272,미드웨이,2019-12-31,187969080,3.1,-722420070,-79.4,8106506070,21200,-81816,-79.4,941075,279,1181
64,2020-01-18,202003,4,20197803,겨울왕국 2,2019-11-21,147085060,2.4,-227985410,-60.8,114593258590,17250,-26036,-60.1,13721190,224,878
65,2020-01-18,202003,5,20192401,포드 V 페라리,2019-12-04,80422860,1.3,-86650360,-51.9,11823555440,9360,-8393,-47.3,1340445,74,281
66,2020-01-18,202003,6,20198430,나이브스 아웃,2019-12-04,76764440,1.3,-86357360,-52.9,6575466930,9356,-8102,-46.4,771188,70,280
68,2020-01-18,202003,8,20199981,눈의 여왕4,2019-12-24,4200500,0.1,-25680200,-85.9,1464934100,3460,-3142,-47.6,206925,12,44
69,2020-01-18,202003,9,20199950,조커,2019-10-02,9968000,0.2,5192500,108.7,45396356450,1425,828,138.7,5249975,20,58
72,2020-01-11,202002,2,20196272,미드웨이,2019-12-31,910389150,8.7,-1808391970,-66.5,7632661370,103016,-203208,-66.4,884240,581,4047
73,2020-01-11,202002,3,20197803,겨울왕국 2,2019-11-21,375070470,3.6,-614984870,-62.1,114295145710,43286,-69247,-61.5,13684648,425,1891
74,2020-01-11,202002,4,20192401,포드 V 페라리,2019-12-04,167073220,1.6,-284892820,-63.0,11682461980,17753,-29627,-62.5,1323852,129,585
75,2020-01-11,202002,5,20198430,나이브스 아웃,2019-12-04,163121800,1.6,-124790120,-43.3,6425335950,17458,-13800,-44.1,753091,116,521
76,2020-01-11,202002,6,20199981,눈의 여왕4,2019-12-24,29880700,0.3,-138307140,-82.2,1445266400,6602,-14127,-68.2,197351,44,148
78,2020-01-11,202002,8,20183867,알라딘,2019-05-23,27784000,0.3,27784000,100.0,106982922359,3473,3473,100.0,12555756,6,46
80,2020-01-04,202001,0,20196272,미드웨이,2019-12-31,2718781120,54.0,2715661120,87040.4,5818353580,306224,305912,98048.7,669797,842,8757
81,2020-01-04,202001,1,20197803,겨울왕국 2,2019-11-21,990055340,19.7,-678594910,-40.7,113542953120,112533,-78807,-41.2,13593927,644,4009
82,2020-01-04,202001,2,20192401,포드 V 페라리,2019-12-04,451966040,9.0,-46479880,-9.3,11368227300,47380,-6501,-12.1,1288953,204,1241
84,2020-01-04,202001,4,20198430,나이브스 아웃,2019-12-04,287911920,5.7,-58136160,-16.8,6127176010,31258,-6726,-17.7,719800,155,853
85,2020-01-04,202001,5,20199981,눈의 여왕4,2019-12-24,168187840,3.3,-127930580,-43.2,1373733200,20729,-22772,-52.3,184801,250,831
86,2020-01-04,202001,6,20192721,캣츠,2019-12-24,82764100,1.6,-885639560,-91.5,6273767070,9659,-100495,-91.2,749641,254,892
88,2020-01-04,202001,8,20198681,쥬만지: 넥스트 레벨,2019-12-11,6994080,0.1,-33549980,-82.7,8790215910,839,-3996,-82.6,1056912,12,41
89,2020-01-04,202001,9,20136803,겨울왕국,2014-01-16,6843000,0.1,6843000,100.0,82492453400,791,791,100.0,10299708,2,8
90,2019-12-28,201952,0,20197803,겨울왕국 2,2019-11-21,1668650250,42.7,-1347273390,-44.7,110775480740,191340,-157738,-45.2,13265198,712,4051
91,2019-12-28,201952,1,20192721,캣츠,2019-12-24,968403660,24.8,968403660,100.0,5838643210,110154,110154,100.0,696173,731,6504
92,2019-12-28,201952,2,20192401,포드 V 페라리,2019-12-04,498445920,12.8,-191995200,-27.8,10349888380,53881,-21843,-28.8,1177035,181,874
93,2019-12-28,201952,3,20199981,눈의 여왕4,2019-12-24,296118420,7.6,295554420,52403.3,889321900,43501,43407,46177.7,119058,428,1484
94,2019-12-28,201952,4,20198430,나이브스 아웃,2019-12-04,346048080,8.9,-441380,-0.1,5443472790,37984,97,0.3,642671,156,740
95,2019-12-28,201952,5,20198681,쥬만지: 넥스트 레벨,2019-12-11,40544060,1.0,-531303540,-92.9,8756733110,4835,-62484,-92.8,1052403,37,121
96,2019-12-28,201952,6,20193662,마녀: 소녀의 비밀,2019-07-24,8730040,0.2,2493800,40.0,66031000,2108,970,85.2,21937,4,10
97,2019-12-28,201952,7,20196262,여대생 기숙사에서 생긴 일,2019-09-10,8018840,0.2,683720,9.3,67508600,2029,679,50.3,22336,3,9
98,2019-12-28,201952,8,20196130,사이코패스,2019-09-18,7541080,0.2,2104920,38.7,59196040,1937,945,95.3,20715,3,9
99,2019-12-28,201952,9,20193661,이스케이프 게임,2019-10-11,7456600,0.2,101200,1.4,64493020,1925,560,41.0,21745,3,8
100,2019-12-21,201951,0,20197803,겨울왕국 2,2019-11-21,3015923640,63.1,-4674914540,-60.8,106349035930,349078,-546388,-61.0,12737888,855,6734
101,2019-12-21,201951,1,20192401,포드 V 페라리,2019-12-04,690441120,14.4,-1513910530,-68.7,9377202360,75724,-167561,-68.9,1066614,321,1473
102,2019-12-21,201951,2,20198681,쥬만지: 넥스트 레벨,2019-12-11,571847600,12.0,-4614114430,-89.0,8555642330,67319,-533573,-88.8,1025799,495,2272
103,2019-12-21,201951,3,20198430,나이브스 아웃,2019-12-04,346489460,7.3,-746161850,-68.3,4734344190,37887,-85061,-69.2,561000,165,717
104,2019-12-21,201951,4,20190545,카운트다운,2019-12-12,28046500,0.6,-320339500,-91.9,600976500,3159,-37751,-92.3,72215,68,240
105,2019-12-21,201951,5,20197278,라스트 크리스마스,2019-12-05,17375700,0.4,-252799740,-93.6,2036143730,1972,-29440,-93.7,246596,35,98
106,2019-12-21,201951,6,20193681,추격자: 살인자의 증거,2019-07-24,9069240,0.2,8301240,1080.9,58858200,1683,933,124.4,20015,3,8
107,2019-12-21,201951,7,20190163,아스테릭스: 마법 물약의 비밀,2019-12-12,8425000,0.2,-17121680,-67.0,70069680,1589,-1933,-54.9,11084,25,56
108,2019-12-21,201951,8,20193661,이스케이프 게임,2019-10-11,7355400,0.2,6587400,857.7,48953100,1365,615,82.0,18143,3,6
109,2019-12-21,201951,9,20196262,여대생 기숙사에서 생긴 일,2019-09-10,7335120,0.2,6567120,855.1,52083920,1350,600,80.0,18767,4,8
110,2019-12-14,201950,0,20197803,겨울왕국 2,2019-11-21,7690838180,45.4,-4163192870,-35.1,100882962220,895466,-480392,-34.9,12078017,1616,20365
111,2019-12-14,201950,1,20198681,쥬만지: 넥스트 레벨,2019-12-11,5185962030,30.6,5185962030,100.0,6769180850,600892,600892,100.0,802530,1189,15518
112,2019-12-14,201950,2,20192401,포드 V 페라리,2019-12-04,2204351650,13.0,-948179880,-30.1,7756470290,243285,-98769,-28.9,878089,786,5964
113,2019-12-14,201950,3,20198430,나이브스 아웃,2019-12-04,1092651310,6.5,-325613940,-23.0,3772085230,122948,-41291,-25.1,448219,527,3294
114,2019-12-14,201950,4,20190545,카운트다운,2019-12-12,348386000,2.1,348386000,100.0,445084500,40910,40910,100.0,53239,210,1586
115,2019-12-14,201950,5,20197278,라스트 크리스마스,2019-12-05,270175440,1.6,-708306270,-72.4,1898034430,31412,-83148,-72.6,229102,357,1516
116,2019-12-14,201950,6,20190163,아스테릭스: 마법 물약의 비밀,2019-12-12,25546680,0.2,25546680,100.0,41007580,3522,3522,100.0,5827,166,436
117,2019-12-14,201950,7,20199576,러브 앳,2019-11-27,25328500,0.2,-44745500,-63.9,718881000,2765,-5500,-66.5,89958,43,157
118,2019-12-14,201950,8,20136803,겨울왕국,2014-01-16,22570000,0.1,22570000,100.0,82484074400,2642,2642,100.0,10298743,13,30
119,2019-12-14,201950,9,20190532,드래곤 빌리지,2019-12-12,10758100,0.1,10758100,100.0,20364100,1482,1482,100.0,2899,82,206
120,2019-12-07,201949,0,20197803,겨울왕국 2,2019-11-21,11854031050,67.0,-10345241340,-46.6,89382447120,1375858,-1209509,-46.8,10698101,1835,25079
121,2019-12-07,201949,1,20192401,포드 V 페라리,2019-12-04,3152531530,17.8,3152531530,100.0,4108471680,342054,342054,100.0,457689,935,8276
122,2019-12-07,201949,2,20198430,나이브스 아웃,2019-12-04,1418265250,8.0,1418265250,100.0,1976228100,164239,164239,100.0,237227,686,5433
123,2019-12-07,201949,3,20197278,라스트 크리스마스,2019-12-05,978481710,5.5,978481710,100.0,1211721270,114560,114560,100.0,144219,618,5058
124,2019-12-07,201949,4,20190142,굿 라이어,2019-12-05,95514820,0.5,95514820,100.0,167060640,11285,11285,100.0,19928,303,1307
125,2019-12-07,201949,5,20199576,러브 앳,2019-11-27,70074000,0.4,-226876500,-76.4,664297500,8265,-26120,-76.0,83522,86,445
126,2019-12-07,201949,6,20199428,크롤,2019-11-27,29645620,0.2,-569667880,-95.1,1112395880,3620,-64636,-94.7,138355,92,301
127,2019-12-07,201949,7,20119577,블랙 스완,2011-02-24,20620780,0.1,20620780,100.0,12517972240,2439,2439,100.0,1627086,46,189
128,2019-12-07,201949,8,20192083,터미네이터: 다크 페이트,2019-10-30,16193520,0.1,-35178640,-68.5,20135039210,1877,-3998,-68.1,2406749,10,47
129,2019-12-07,201949,9,20190280,날씨의 아이,2019-10-30,14002040,0.1,-3990100,-22.2,5384897310,1711,-345,-16.8,652383,16,57
130,2019-11-30,201948,0,20197803,겨울왕국 2,2019-11-21,22199272390,94.8,-10871147110,-32.9,71678431960,2585367,-1244584,-32.5,8583474,2368,37978
131,2019-11-30,201948,1,20199428,크롤,2019-11-27,599313500,2.6,599313500,100.0,893173280,68256,68256,100.0,110081,612,3856
132,2019-11-30,201948,2,20199576,러브 앳,2019-11-27,296950500,1.3,293821500,9390.3,436662500,34385,34176,16352.2,54320,144,1389
133,2019-11-30,201948,3,20197336,허슬러,2019-11-27,155137500,0.7,155137500,100.0,289902140,17140,17140,100.0,35620,416,1975
134,2019-11-30,201948,4,20192083,터미네이터: 다크 페이트,2019-10-30,51372160,0.2,-152731140,-74.8,20096392330,5875,-17235,-74.6,2401975,33,131
135,2019-11-30,201948,5,20190280,날씨의 아이,2019-10-30,17992140,0.1,-66219100,-78.6,5359263170,2056,-7499,-78.5,649064,15,45
136,2019-11-30,201948,6,20194582,숲속의 마녀들,2019-08-14,7332720,0.0,4570800,165.5,37502720,1414,910,180.6,12970,2,5
137,2019-11-30,201948,7,20196262,여대생 기숙사에서 생긴 일,2019-09-10,6640000,0.0,3817800,135.3,36359480,1328,813,157.9,12837,4,5
139,2019-11-30,201948,9,20199950,조커,2019-10-02,10057980,0.0,18460,0.2,45370974630,1130,25,2.3,5246662,10,33
140,2019-11-23,201947,0,20197803,겨울왕국 2,2019-11-21,33070419500,98.6,33070419500,100.0,38024959800,3829951,3829951,100.0,4437734,2648,45619
141,2019-11-23,201947,1,20192083,터미네이터: 다크 페이트,2019-10-30,204103300,0.6,-984899680,-82.8,19946184110,23110,-112466,-83.0,2383106,193,731
142,2019-11-23,201947,2,20190280,날씨의 아이,2019-10-30,84211240,0.3,-300154500,-78.1,5305688710,9555,-35894,-79.0,642429,84,294
143,2019-11-23,201947,3,20197721,엔젤 해즈 폴른,2019-11-13,75412240,0.2,-688524112,-90.1,1434376122,8978,-79399,-89.8,174999,155,477
144,2019-11-23,201947,4,20198421,좀비랜드: 더블 탭,2019-11-13,38279920,0.1,-555320590,-93.6,1155777100,4202,-61535,-93.6,134012,72,219
145,2019-11-23,201947,5,20199950,조커,2019-10-02,10039520,0.0,-57109620,-85.0,45355438130,1105,-6325,-85.1,5244821,13,60
146,2019-11-23,201947,6,20197279,아담스 패밀리,2019-11-07,6843840,0.0,-698763930,-99.0,2606515540,913,-87648,-99.0,326266,20,45
148,2019-11-23,201947,8,20193662,마녀: 소녀의 비밀,2019-07-24,4405920,0.0,629400,16.7,28398520,804,-495,-38.1,11280,1,3
149,2019-11-23,201947,9,20161872,너의 이름은.,2017-01-04,6383000,0.0,1974000,44.8,29892670756,719,208,40.7,3714724,11,27
150,2019-11-16,201946,0,20192083,터미네이터: 다크 페이트,2019-10-30,1189002980,30.7,-2153921540,-64.4,19352529820,135576,-243863,-64.3,2310256,609,4295
151,2019-11-16,201946,1,20197279,아담스 패밀리,2019-11-07,705607770,18.2,-798435720,-53.1,2558382160,88561,-98073,-52.5,319305,591,2764
152,2019-11-16,201946,2,20197721,엔젤 해즈 폴른,2019-11-13,763936352,19.7,763936352,100.0,1059761402,88377,88377,100.0,126377,601,4895
153,2019-11-16,201946,3,20198421,좀비랜드: 더블 탭,2019-11-13,593600510,15.3,593600510,100.0,910487140,65737,65737,100.0,104508,548,4803
154,2019-11-16,201946,4,20190280,날씨의 아이,2019-10-30,384365740,9.9,-450371940,-54.0,5052129540,45449,-49516,-52.1,612003,308,1536
155,2019-11-16,201946,5,20199950,조커,2019-10-02,67149140,1.7,-130735420,-66.1,45313959070,7430,-14583,-66.2,5239865,64,262
156,2019-11-16,201946,6,20191589,말레피센트 2,2019-10-17,35409560,0.9,-234231610,-86.9,12180986410,4228,-27209,-86.6,1443577,35,152
157,2019-11-16,201946,7,20198427,헬로 몽키,2019-11-14,25248340,0.7,25248340,100.0,30338640,3191,3191,100.0,4010,157,370
158,2019-11-16,201946,8,20196136,람보 : 라스트 워,2019-10-23,1612000,0.0,-1434000,-47.1,779218140,1522,-164,-9.7,99447,5,26
159,2019-11-16,201946,9,20193801,닥터 슬립,2019-11-07,13180100,0.3,-315073550,-96.0,533321720,1433,-34973,-96.1,61213,28,87
160,2019-11-09,201945,0,20192083,터미네이터: 다크 페이트,2019-10-30,3342924520,50.6,-4990042740,-59.9,17247249740,379439,-558240,-59.5,2060356,995,11700
161,2019-11-09,201945,1,20197279,아담스 패밀리,2019-11-07,1504043490,22.8,1474563490,5001.9,1697225610,186634,183634,6121.1,209769,802,4336
162,2019-11-09,201945,2,20190280,날씨의 아이,2019-10-30,834737680,12.6,-927624380,-52.6,4299128490,94965,-110671,-53.8,520367,479,2491
163,2019-11-09,201945,3,20193801,닥터 슬립,2019-11-07,328253650,5.0,328253650,100.0,410001240,36406,36406,100.0,46343,484,2963
164,2019-11-09,201945,4,20191589,말레피센트 2,2019-10-17,269641170,4.1,-771340310,-74.1,12087909350,31437,-92618,-74.7,1432021,260,1138
165,2019-11-09,201945,5,20199950,조커,2019-10-02,197884560,3.0,-598584080,-75.2,45170086860,22013,-68553,-75.7,5223194,207,927
166,2019-11-09,201945,6,20198315,캔 유 킵 어 시크릿?,2019-11-07,41196800,0.6,41196800,100.0,62864500,4673,4673,100.0,7246,175,933
167,2019-11-09,201945,7,20196136,람보 : 라스트 워,2019-10-23,3046000,0.0,-18643160,-86.0,775035140,1686,-931,-35.6,95836,10,42
169,2019-11-09,201945,9,20192589,빅 위시,2019-10-30,8537460,0.1,-194495000,-95.8,249419500,1164,-24593,-95.5,32336,36,89
170,2019-11-02,201944,0,20192083,터미네이터: 다크 페이트,2019-10-30,8332967260,67.5,8326513260,129013.2,11344082810,937679,937024,143057.1,1366821,1315,17960
171,2019-11-02,201944,1,20190280,날씨의 아이,2019-10-30,1762362060,14.3,1762362060,100.0,2734118340,205636,205636,100.0,337150,621,7147
172,2019-11-02,201944,2,20191589,말레피센트 2,2019-10-17,1040981480,8.4,-1739673750,-62.6,11536978210,124055,-201149,-61.9,1364888,578,4099
173,2019-11-02,201944,3,20199950,조커,2019-10-02,796468640,6.5,-1330733580,-62.6,44673369510,90566,-149504,-62.3,5164442,529,3165
174,2019-11-02,201944,4,20192589,빅 위시,2019-10-30,203032460,1.6,203032460,100.0,225708140,25757,25757,100.0,28884,336,1061
175,2019-11-02,201944,5,20198184,빅 2: 황금열쇠 대소동,2019-10-30,74555820,0.6,74555820,100.0,86174480,9587,9587,100.0,11152,257,754
176,2019-11-02,201944,6,20197279,아담스 패밀리,2019-11-07,29480000,0.2,7196000,32.3,100985000,3000,524,21.2,11229,16,16
177,2019-11-02,201944,7,20196136,람보 : 라스트 워,2019-10-23,21689160,0.2,-386183930,-94.7,760962460,2617,-44479,-94.4,92238,87,329
178,2019-11-02,201944,8,20198441,매튜 본의 백조의 호수,2019-10-31,20667000,0.2,20667000,100.0,33979000,1264,1264,100.0,2085,15,45
180,2019-10-26,201943,0,20191589,말레피센트 2,2019-10-17,2780655230,50.1,-1982660800,-41.6,9666909930,325204,-215099,-39.8,1125565,880,9791
181,2019-10-26,201943,1,20199950,조커,2019-10-02,2127202220,38.4,-1335211650,-38.6,43027476740,240070,-149894,-38.4,4960152,702,7776
182,2019-10-26,201943,2,20196136,람보 : 라스트 워,2019-10-23,407873090,7.4,407873090,100.0,605905690,47096,47096,100.0,72265,483,2935
184,2019-10-26,201943,4,20191183,제미니 맨,2019-10-09,19352100,0.3,-153521910,-88.8,3277461230,2751,-18420,-87.0,384900,37,85
185,2019-10-26,201943,5,20197279,아담스 패밀리,2019-11-07,22284000,0.4,22284000,100.0,69561000,2476,2476,100.0,8013,9,9
188,2019-10-26,201943,8,20196409,뱅드림! 필름 라이브,2019-09-26,9787320,0.2,-1480420,-13.1,165517170,1096,-218,-16.6,19149,13,41
189,2019-10-26,201943,9,20184047,토이 스토리 4,2019-06-20,5768900,0.1,-339700,-5.6,28751818540,951,-65,-6.4,3398947,17,34
190,2019-10-19,201942,0,20191589,말레피센트 2,2019-10-17,4763316030,55.3,4763316030,100.0,5353113860,540303,540303,100.0,611440,1108,15533
191,2019-10-19,201942,1,20199950,조커,2019-10-02,3462413870,40.2,-3288145590,-48.7,39508226580,389964,-377811,-49.2,4548651,978,12276
192,2019-10-19,201942,2,20191183,제미니 맨,2019-10-09,172874010,2.0,-1265480410,-88.0,3208898830,21171,-143482,-87.1,375620,377,1763
193,2019-10-19,201942,3,20197402,꼬마 자전거 스피디,2019-10-17,54974440,0.6,54974440,100.0,58286000,7105,7105,100.0,7598,318,919
194,2019-10-19,201942,4,20195941,소피와 드래곤: 마법책의 비밀,2019-10-02,21281320,0.2,-48065400,-69.3,738612450,2673,-6058,-69.4,94948,81,212
195,2019-10-19,201942,5,20196380,몬스터 하우스,2019-10-03,22284300,0.3,-47530900,-68.1,500398000,2658,-5866,-68.8,62639,63,167
196,2019-10-19,201942,6,20199446,원스 어폰 어 타임... 인 할리우드,2019-09-25,15513760,0.2,-24735680,-61.5,2243072410,1645,-2740,-62.5,273970,17,66
197,2019-10-19,201942,7,20197691,잃어버린 세계를 찾아서,2019-10-09,11900640,0.1,-61506380,-83.8,154693580,1611,-7779,-82.8,20089,37,91
198,2019-10-19,201942,8,20196409,뱅드림! 필름 라이브,2019-09-26,11267740,0.1,-11599740,-50.7,145695830,1314,-1348,-50.6,16790,13,53
200,2019-10-12,201941,0,20199950,조커,2019-10-02,6750559460,79.4,-4701353650,-41.1,33491311420,767775,-518013,-40.3,3847422,1312,19163
201,2019-10-12,201941,1,20191183,제미니 맨,2019-10-09,1438354420,16.9,1384661420,2578.8,2620238400,164653,158608,2623.8,302135,828,8875
202,2019-10-12,201941,2,20197691,잃어버린 세계를 찾아서,2019-10-09,73407020,0.9,73407020,100.0,136085120,9390,9390,100.0,17510,268,780
203,2019-10-12,201941,3,20195941,소피와 드래곤: 마법책의 비밀,2019-10-02,69346720,0.8,-211429700,-75.3,708382890,8731,-27071,-75.6,90885,193,566
204,2019-10-12,201941,4,20196380,몬스터 하우스,2019-10-03,69815200,0.8,-106924300,-60.5,469247200,8524,-13429,-61.2,58604,130,421
205,2019-10-12,201941,5,20199446,원스 어폰 어 타임... 인 할리우드,2019-09-25,40249440,0.5,-81163350,-66.8,2209533530,4385,-9139,-67.6,270172,47,207
206,2019-10-12,201941,6,20196409,뱅드림! 필름 라이브,2019-09-26,22867480,0.3,9114180,66.3,124617030,2662,1035,63.6,14236,19,68
207,2019-10-12,201941,7,20193665,47미터 2,2019-08-28,1696000,0.0,-6256000,-78.7,3843171153,1597,-5631,-77.9,501071,5,15
210,2019-10-05,201940,0,20199950,조커,2019-10-02,11451913110,93.7,11451913110,100.0,19352854910,1285788,1285788,100.0,2199816,1418,20824
211,2019-10-05,201940,1,20195941,소피와 드래곤: 마법책의 비밀,2019-10-02,280776420,2.3,280776420,100.0,549958330,35802,35802,100.0,70420,469,1897
212,2019-10-05,201940,2,20196380,몬스터 하우스,2019-10-03,176739500,1.4,176739500,100.0,305403700,21953,21953,100.0,37998,202,843
213,2019-10-05,201940,3,20199446,원스 어폰 어 타임... 인 할리우드,2019-09-25,121412790,1.0,-974240560,-88.9,2104844670,13524,-109838,-89.0,258139,156,691
214,2019-10-05,201940,4,20193665,47미터 2,2019-08-28,7952000,0.1,443500,5.9,3833030653,7228,1010,16.2,492132,7,65
215,2019-10-05,201940,5,20191183,제미니 맨,2019-10-09,53693000,0.4,53693000,100.0,58104000,6045,6045,100.0,6446,28,28
216,2019-10-05,201940,6,20193743,오션스: 문어구출대작전,2019-10-03,33948460,0.3,33948460,100.0,71028300,4373,4373,100.0,9051,164,502
217,2019-10-05,201940,7,20192982,애드 아스트라,2019-09-19,29153160,0.2,-401567270,-93.2,4480528780,3362,-45651,-93.1,508767,40,144
218,2019-10-05,201940,8,20196409,뱅드림! 필름 라이브,2019-09-26,13753300,0.1,-14228660,-50.8,85970590,1627,-1623,-49.9,9653,31,101
219,2019-10-05,201940,9,20193807,예스터데이,2019-09-18,12796900,0.1,-164585030,-92.8,2547362000,1529,-19016,-92.6,301485,19,59
220,2019-09-28,201939,0,20199446,원스 어폰 어 타임... 인 할리우드,2019-09-25,1095653350,50.6,1095653350,100.0,1596858300,123362,123362,100.0,197002,678,5659
221,2019-09-28,201939,1,20192982,애드 아스트라,2019-09-19,430720430,19.9,-2350011710,-84.5,4309994580,49013,-254208,-83.8,487511,493,2884
222,2019-09-28,201939,2,20193807,예스터데이,2019-09-18,177381930,8.2,-1103813620,-86.2,2475015400,20545,-126152,-86.0,292246,337,1442
223,2019-09-28,201939,3,20195203,레플리카,2019-09-25,153727940,7.1,153727940,100.0,245973600,17641,17641,100.0,31206,339,1978
225,2019-09-28,201939,5,20195967,슈퍼 햄찌,2019-09-26,63132040,2.9,61732040,4409.4,83785540,8096,7816,2791.4,10821,209,585
226,2019-09-28,201939,6,20193665,47미터 2,2019-08-28,7508500,0.3,4938000,192.1,3815352353,6218,5884,1761.7,476226,9,66
227,2019-09-28,201939,7,20196409,뱅드림! 필름 라이브,2019-09-26,27981960,1.3,27981960,100.0,56563460,3250,3250,100.0,6147,76,341
228,2019-09-28,201939,8,20190267,리틀 포니 프린세스,2019-04-30,12141040,0.6,-1077080,-8.1,145551140,2350,-135,-5.4,27300,5,13
229,2019-09-28,201939,9,20190475,전원사형,2019-05-13,11480880,0.5,-1565200,-12.0,134512240,2230,-228,-9.3,25236,7,12
230,2019-09-21,201938,0,20192982,애드 아스트라,2019-09-19,2780732140,64.2,2780732140,100.0,3209505700,303221,303221,100.0,352932,853,10601
231,2019-09-21,201938,1,20193807,예스터데이,2019-09-18,1281195550,29.6,1158399100,943.3,1959525140,146697,133693,1028.1,226984,729,8122
232,2019-09-21,201938,2,20192804,그것: 두 번째 이야기,2019-09-04,108409260,2.5,-346952250,-76.2,5054505487,12247,-39142,-76.2,584467,109,489
233,2019-09-21,201938,3,20194943,발명왕 볼트,2019-09-19,55281840,1.3,55281840,100.0,57983640,6951,6951,100.0,7386,239,678
234,2019-09-21,201938,4,20190267,리틀 포니 프린세스,2019-04-30,13218120,0.3,10209600,339.4,127837060,2485,1936,352.6,23852,4,12
235,2019-09-21,201938,5,20190475,전원사형,2019-05-13,13046080,0.3,2913560,28.8,115430720,2458,609,32.9,21538,7,14
237,2019-09-21,201938,7,20190803,사이몬과 타카시,2019-05-07,10324720,0.2,1014200,10.9,84966060,1984,285,16.8,15470,4,11
239,2019-09-21,201938,9,20196850,분노의 질주: 홉스&쇼,2019-08-14,10870020,0.3,-89399760,-89.2,32234725313,1289,-10043,-88.6,3656720,30,111
240,2019-09-14,201937,0,20192804,그것: 두 번째 이야기,2019-09-04,455361510,55.2,-2266542847,-83.3,4819357827,51389,-257966,-83.4,557014,284,1140
241,2019-09-14,201937,1,20193807,예스터데이,2019-09-18,122796450,14.9,122796450,100.0,147415450,13004,13004,100.0,15626,57,178
242,2019-09-14,201937,2,20196850,분노의 질주: 홉스&쇼,2019-08-14,100269780,12.2,-847938270,-89.4,32182076313,11332,-97477,-89.6,3649860,82,345
243,2019-09-14,201937,3,20194541,안녕 베일리,2019-09-05,42845900,5.2,-244958100,-85.1,470825400,6172,-26463,-81.1,56369,36,148
244,2019-09-14,201937,4,20193665,47미터 2,2019-08-28,39900420,4.8,-534794423,-93.1,3790013613,4469,-61609,-93.2,463333,73,254
245,2019-09-14,201937,5,20190475,전원사형,2019-05-13,10132520,1.2,190690,1.9,92616800,1849,-6,-0.3,17128,5,12
246,2019-09-14,201937,6,20190803,사이몬과 타카시,2019-05-07,9310520,1.1,155360,1.7,71146980,1699,31,1.9,12837,4,10
250,2019-09-07,201936,0,20192804,그것: 두 번째 이야기,2019-09-04,2721904357,56.5,2717359357,59787.9,3603126737,309355,309052,101997.4,414878,999,9389
251,2019-09-07,201936,1,20196850,분노의 질주: 홉스&쇼,2019-08-14,948208050,19.7,-1040593870,-52.3,31828829043,108809,-115456,-51.5,3607501,652,4468
