,Date,Week,Rank,MovieCode,MovieName,OpenDate,SalesAmount,SalesShare,SalesInten,SalesChange,SalesAcc,AudienceCount,AudienceInten,AudienceChange,AudienceAcc,ScreenCount,ShowCount
29,2020-02-15,202007,9,20198948,두 교황,2019-12-11,2415000,0.7,-69000,-2.8,240372460,301,-2,-0.7,31082,5,12
36,2020-02-08,202006,6,20198948,두 교황,2019-12-11,2484000,0.6,11000,0.4,236002960,303,-2,-0.7,30502,11,28
51,2020-01-25,202004,1,20198818,프린스 코기,2019-12-24,22054000,6.8,-8167000,-27.0,1503048980,4340,591,15.8,199386,9,28
56,2020-01-25,202004,6,20190602,"고흐, 영원의 문에서",2019-12-26,10190480,3.2,-1748840,-14.6,301795530,1117,-322,-22.4,37034,16,44
59,2020-01-25,202004,9,20198948,두 교황,2019-12-11,7130000,2.2,-6369000,-47.2,225091160,927,-765,-45.2,29051,10,34
63,2020-01-18,202003,3,20198818,프린스 코기,2019-12-24,30221000,6.8,14045760,86.8,1455534980,3749,1391,59.0,190037,22,53
66,2020-01-18,202003,6,20198948,두 교황,2019-12-11,13499000,3.0,-1537500,-10.2,212661160,1692,-96,-5.4,27412,15,42
68,2020-01-18,202003,8,20190602,"고흐, 영원의 문에서",2019-12-26,11939320,2.7,-14851820,-55.4,281327310,1439,-1668,-53.7,34582,23,75
69,2020-01-18,202003,9,20199434,"베를린, 아이 러브 유",2019-12-04,918000,0.2,918000,100.0,3531900,900,900,100.0,2266,1,3
73,2020-01-11,202002,3,20190602,"고흐, 영원의 문에서",2019-12-26,26791140,8.1,-19708060,-42.4,254392340,3107,-1983,-39.0,31160,40,134
74,2020-01-11,202002,4,20198818,프린스 코기,2019-12-24,16175240,4.9,-123068880,-88.4,1394782580,2358,-14810,-86.3,182081,37,105
76,2020-01-11,202002,6,20198948,두 교황,2019-12-11,15036500,4.5,-6872160,-31.4,188817660,1788,-821,-31.5,24304,13,53
77,2020-01-11,202002,7,20198701,"미안해요, 리키",2019-12-19,11317240,3.4,-7538480,-40.0,258452900,1370,-891,-39.4,32756,22,75
80,2020-01-04,202001,0,20198818,프린스 코기,2019-12-24,139244120,33.2,-207115980,-59.8,1302825480,17168,-26562,-60.7,167037,238,792
83,2020-01-04,202001,3,20190602,"고흐, 영원의 문에서",2019-12-26,46499200,11.1,-12811480,-21.6,201918600,5090,-2174,-29.9,24713,52,202
84,2020-01-04,202001,4,20198948,두 교황,2019-12-11,21908660,5.2,4146100,23.3,159408200,2609,307,13.3,20644,15,57
85,2020-01-04,202001,5,20198701,"미안해요, 리키",2019-12-19,18855720,4.5,-12770940,-40.4,232977220,2261,-1553,-40.7,29505,37,131
86,2020-01-04,202001,6,20190733,와일드라이프 ,2019-12-25,10980820,2.6,-17355340,-61.2,86345740,1275,-1984,-60.9,10751,36,113
87,2020-01-04,202001,7,20199867,프란치스코 교황 : 맨 오브 히스 워드,2019-11-21,6229000,1.5,-1579480,-20.2,280058260,910,-59,-6.1,38299,4,16
89,2020-01-04,202001,9,20196293,파비안느에 관한 진실,2019-12-05,4403480,1.0,-7279520,-62.3,289170700,582,-1982,-77.3,43539,13,39
90,2019-12-28,201952,0,20198818,프린스 코기,2019-12-24,346360100,61.2,339548100,4984.6,877404060,43730,42974,5684.4,112330,416,1606
91,2019-12-28,201952,1,20190602,"고흐, 영원의 문에서",2019-12-26,59310680,10.5,57503180,3181.4,96140660,7264,7022,2901.7,12018,68,270
92,2019-12-28,201952,2,20198701,"미안해요, 리키",2019-12-19,31626660,5.6,-22252720,-41.3,182427060,3814,-2941,-43.5,23193,50,174
93,2019-12-28,201952,3,20190733,와일드라이프 ,2019-12-25,28336160,5.0,27009460,2035.8,54672020,3259,3128,2387.8,6855,49,166
94,2019-12-28,201952,4,20196293,파비안느에 관한 진실,2019-12-05,11683000,2.1,-7767100,-39.9,271583340,2564,-121,-4.5,38883,25,74
95,2019-12-28,201952,5,20198948,두 교황,2019-12-11,17762560,3.1,2959280,20.0,113774140,2302,442,23.8,15036,15,52
98,2019-12-28,201952,8,20199867,프란치스코 교황 : 맨 오브 히스 워드,2019-11-21,7808480,1.4,-6404500,-45.1,264839820,969,-739,-43.3,36102,6,21
99,2019-12-28,201952,9,20196721,디에고,2019-12-12,1076400,0.2,-1360100,-55.8,41996900,878,586,200.7,8585,5,21
100,2019-12-21,201951,0,20198701,"미안해요, 리키",2019-12-19,53879380,30.2,49362080,1092.7,97288260,6755,6166,1046.9,12488,66,320
101,2019-12-21,201951,1,20196293,파비안느에 관한 진실,2019-12-05,19450100,10.9,-18103840,-48.2,240007280,2685,-2094,-43.8,32441,40,131
102,2019-12-21,201951,2,20198948,두 교황,2019-12-11,14803280,8.3,-13238240,-47.2,78166500,1860,-1674,-47.4,10278,17,57
104,2019-12-21,201951,4,20199867,프란치스코 교황 : 맨 오브 히스 워드,2019-11-21,14212980,8.0,-17700220,-55.5,245447360,1708,-2287,-57.2,33478,10,32
106,2019-12-21,201951,6,20198818,프린스 코기,2019-12-24,6812000,3.8,6812000,100.0,19100000,756,756,100.0,2940,4,4
107,2019-12-21,201951,7,20198962,결혼 이야기,2019-11-27,6026960,3.4,-3833660,-38.9,149195280,666,-525,-44.1,18483,9,25
108,2019-12-21,201951,8,20198942,아이리시맨,2019-11-20,5302500,3.0,-5013180,-48.6,278893900,599,-602,-50.1,33032,8,22
109,2019-12-21,201951,9,20195790,콜드 워,2019-02-07,5532000,3.1,5445000,6258.6,229014373,594,581,4469.2,27681,2,3
110,2019-12-14,201950,0,20196293,파비안느에 관한 진실,2019-12-05,37553940,20.3,-20035820,-34.8,194442280,4779,-2034,-29.9,26212,56,229
111,2019-12-14,201950,1,20199867,프란치스코 교황 : 맨 오브 히스 워드,2019-11-21,31913200,17.2,-61700,-0.2,213044880,3995,-292,-6.8,28957,22,70
112,2019-12-14,201950,2,20198948,두 교황,2019-12-11,28041520,15.2,28041520,100.0,40780300,3534,3534,100.0,5229,66,244
113,2019-12-14,201950,3,20199769,매리,2019-12-11,17469760,9.4,15929760,1034.4,32913860,2285,2131,1383.8,4356,148,538
114,2019-12-14,201950,4,20196721,디에고,2019-12-12,8463600,4.6,8463600,100.0,33150600,1696,1696,100.0,6673,26,120
115,2019-12-14,201950,5,20198942,아이리시맨,2019-11-20,10315680,5.6,-4352340,-29.7,267883780,1201,-524,-30.4,31671,11,36
116,2019-12-14,201950,6,20198962,결혼 이야기,2019-11-27,9860620,5.3,-5182580,-34.5,137182120,1191,-545,-31.4,17057,15,45
117,2019-12-14,201950,7,20190064,산타 앤 컴퍼니,2019-12-12,6064600,3.3,6064600,100.0,16646100,740,740,100.0,2028,57,152
118,2019-12-14,201950,8,20198701,"미안해요, 리키",2019-12-19,4517300,2.4,4244300,1554.7,22270800,589,548,1336.6,2768,7,11
119,2019-12-14,201950,9,20190817,10년,2019-12-12,4836600,2.6,4836600,100.0,10255600,477,477,100.0,1095,16,52
120,2019-12-07,201949,0,20196293,파비안느에 관한 진실,2019-12-05,57589760,37.0,53195960,1210.7,105094060,6813,6318,1276.4,14804,68,395
121,2019-12-07,201949,1,20199867,프란치스코 교황 : 맨 오브 히스 워드,2019-11-21,31974900,20.5,10368160,48.0,150121280,4287,1542,56.2,20136,24,80
122,2019-12-07,201949,2,20198962,결혼 이야기,2019-11-27,15043200,9.7,-39557200,-72.4,118856360,1736,-4589,-72.6,14742,21,83
123,2019-12-07,201949,3,20198942,아이리시맨,2019-11-20,14668020,9.4,-24996060,-63.0,249816180,1725,-2891,-62.6,29400,17,60
125,2019-12-07,201949,5,20196679,어메이징 그레이스,2019-11-28,3827600,2.5,-5536620,-59.1,30702200,522,-698,-57.2,3938,18,45
126,2019-12-07,201949,6,20193265,지구 최후의 밤,2019-07-25,4316280,2.8,4316280,100.0,52452080,481,481,100.0,6448,5,5
127,2019-12-07,201949,7,20190014,오피셜 시크릿,2019-11-27,4146700,2.7,-39066300,-90.4,98938800,471,-4597,-90.7,12372,37,106
130,2019-11-23,201947,0,20198942,아이리시맨,2019-11-20,93039800,45.7,93039800,100.0,135386360,10097,10097,100.0,15127,63,219
131,2019-11-23,201947,1,20199867,프란치스코 교황 : 맨 오브 히스 워드,2019-11-21,28483420,14.0,27067420,1911.5,46734980,3390,3213,1815.3,5663,52,190
132,2019-11-23,201947,2,20195901,더 컨덕터,2019-11-14,14571380,7.2,-8646320,-37.2,74832780,1697,-746,-30.5,8773,32,112
133,2019-11-23,201947,3,20197602,시빌,2019-11-21,13937400,6.8,12273400,737.6,26474380,1667,1459,701.4,3257,52,194
134,2019-11-23,201947,4,19878294,모리스,2019-11-07,7211600,3.5,-10725980,-59.8,115885840,850,-1315,-60.7,13799,20,63
135,2019-11-23,201947,5,20197962,심판,2019-11-14,5951880,2.9,-6074100,-50.5,33806660,694,-702,-50.3,4366,23,73
136,2019-11-23,201947,6,20191781,북클럽,2019-06-20,3050000,1.5,3050000,100.0,220647690,610,610,100.0,30063,2,4
137,2019-11-23,201947,7,20197521,코끼리는 그곳에 있어,2019-11-21,5580700,2.7,3292700,143.9,9024100,391,248,173.4,619,8,18
138,2019-11-23,201947,8,20195005,경계선,2019-10-24,3113900,1.5,-3950700,-55.9,138836380,377,-314,-45.4,16646,8,20
140,2019-11-16,201946,0,20199118,어쩌다 룸메이트,2019-11-13,33609000,23.3,33609000,100.0,58096500,3663,3663,100.0,6690,126,682
141,2019-11-16,201946,1,20195901,더 컨덕터,2019-11-14,23217700,16.1,20667700,810.5,42666800,2443,2188,858.0,4840,30,120
142,2019-11-16,201946,2,19878294,모리스,2019-11-07,17937580,12.4,-19914840,-52.6,99440340,2165,-1959,-47.5,11723,39,143
143,2019-11-16,201946,3,20197962,심판,2019-11-14,12025980,8.3,12025980,100.0,20718180,1396,1396,100.0,2685,37,138
144,2019-11-16,201946,4,20195005,경계선,2019-10-24,7064600,4.9,-3058980,-30.2,133868080,691,-449,-39.4,16022,9,25
145,2019-11-16,201946,5,20080849,타이페이 스토리,2019-11-07,4685600,3.2,-6289800,-57.3,26255900,582,-606,-51.0,3261,17,49
146,2019-11-16,201946,6,20196726,우먼 인 할리우드,2019-10-31,4841800,3.4,-10355300,-68.1,70627080,577,-1206,-67.6,8752,20,60
147,2019-11-16,201946,7,20197239,왓 데이 해드,2019-11-07,3862500,2.7,-8933000,-69.8,31762900,422,-1111,-72.5,3947,15,45
148,2019-11-16,201946,8,20198961,더 킹: 헨리 5세,2019-10-23,3182060,2.2,-2081340,-39.5,146736120,360,-249,-40.9,19058,7,22
149,2019-11-16,201946,9,20197257,캡티브 스테이트,2019-11-14,3009960,2.1,3009960,100.0,5066920,347,347,100.0,586,50,143
150,2019-11-09,201945,0,20197981,패트와 매트: 우당탕탕 크리스마스,2019-11-07,34984960,20.9,34984960,100.0,42900040,4211,4211,100.0,5194,176,530
151,2019-11-09,201945,1,19878294,모리스,2019-11-07,37852420,22.6,37146620,5263.1,54773400,4124,4062,6551.6,6252,46,208
152,2019-11-09,201945,2,20196726,우먼 인 할리우드,2019-10-31,15197100,9.1,-3616640,-19.2,58231080,1783,-417,-19.0,7148,38,140
153,2019-11-09,201945,3,20197239,왓 데이 해드,2019-11-07,12795500,7.6,12795500,100.0,21767000,1533,1533,100.0,2668,42,149
154,2019-11-09,201945,4,20080849,타이페이 스토리,2019-11-07,10975400,6.5,10975400,100.0,16218400,1188,1188,100.0,1944,23,72
155,2019-11-09,201945,5,20195005,경계선,2019-10-24,10123580,6.0,-9420300,-48.2,121170980,1140,-1148,-50.2,14651,30,96
156,2019-11-09,201945,6,20198961,더 킹: 헨리 5세,2019-10-23,5263400,3.1,-9391840,-64.1,140934180,609,-1287,-67.9,18347,14,41
157,2019-11-09,201945,7,20195878,더 빌리지,2019-11-07,4148000,2.5,4148000,100.0,8771600,414,414,100.0,936,26,102
158,2019-11-09,201945,8,20197054,빅트립: 아기팬더 배달 대모험,2019-10-23,2665480,1.6,-33857100,-92.7,324791300,402,-4378,-91.6,42022,6,23
159,2019-11-09,201945,9,20159510,헤이트풀8,2016-01-07,2464700,1.5,2464700,100.0,1008422600,282,282,100.0,121795,3,6
160,2019-11-02,201944,0,20197054,빅트립: 아기팬더 배달 대모험,2019-10-23,36522580,19.4,-190756720,-83.9,317779920,4780,-23770,-83.3,40870,93,224
161,2019-11-02,201944,1,20197392,프렌드 존,2019-10-30,34754500,18.5,31254500,893.0,94614700,3918,3418,683.6,12184,99,611
162,2019-11-02,201944,2,20195005,경계선,2019-10-24,19543880,10.4,-9711660,-33.2,96852860,2288,-1146,-33.4,11623,37,148
163,2019-11-02,201944,3,20196726,우먼 인 할리우드,2019-10-31,18813740,10.0,18813740,100.0,24842200,2200,2200,100.0,2999,35,138
164,2019-11-02,201944,4,20198961,더 킹: 헨리 5세,2019-10-23,14655240,7.8,-40945020,-73.6,127524600,1896,-4852,-71.9,16590,42,147
165,2019-11-02,201944,5,20197461,엔젤 오브 마인,2019-10-30,13349340,7.1,13349340,100.0,26288600,1838,1838,100.0,3571,115,441
166,2019-11-02,201944,6,20198521,하이 라이프,2019-10-30,8079100,4.3,5427100,204.6,16612700,918,697,315.4,1929,27,114
167,2019-11-02,201944,7,20198401,쿠엔틴 타란티노 8,2019-10-30,6842000,3.6,6842000,100.0,15365000,847,847,100.0,2128,21,101
168,2019-11-02,201944,8,20197394,체크 히어로,2019-10-23,4819460,2.6,-47601270,-90.8,97845750,825,-5976,-87.9,13364,22,58
169,2019-11-02,201944,9,20194193,텔 잇 투 더 비즈,2019-10-31,6289080,3.3,6289080,100.0,16217580,659,659,100.0,1770,21,76
170,2019-10-26,201943,0,20197054,빅트립: 아기팬더 배달 대모험,2019-10-23,227279300,46.1,227279300,100.0,258810540,28550,28550,100.0,32728,373,1189
171,2019-10-26,201943,1,20197394,체크 히어로,2019-10-23,52420730,10.6,50494730,2621.7,84696910,6801,6587,3078.0,11124,221,612
172,2019-10-26,201943,2,20198961,더 킹: 헨리 5세,2019-10-23,55600260,11.3,55600260,100.0,85402360,6748,6748,100.0,10727,146,716
173,2019-10-26,201943,3,20180064,시크릿 슈퍼스타,2019-10-24,35860900,7.3,34362900,2293.9,59808400,4483,4269,1994.9,7403,112,543
174,2019-10-26,201943,4,20194223,너를 만난 여름,2019-10-16,26383500,5.3,-73589300,-73.6,241593200,3500,-8090,-69.8,28933,100,436
175,2019-10-26,201943,5,20195005,경계선,2019-10-24,29255540,5.9,28199540,2670.4,54089440,3434,3346,3802.3,6244,48,259
176,2019-10-26,201943,6,20197364,스노우 화이트,2019-10-24,11093220,2.2,11093220,100.0,21209680,1344,1344,100.0,2540,72,284
177,2019-10-26,201943,7,20175085,퍼펙트 스트레인저,2019-10-24,9028240,1.8,9028240,100.0,17491300,1244,1244,100.0,2335,83,333
178,2019-10-26,201943,8,20197141,와일드 로즈,2019-10-17,9611680,1.9,-37653720,-79.7,110535900,1128,-5164,-82.1,14710,43,131
180,2019-10-19,201942,0,20194223,너를 만난 여름,2019-10-16,99972800,40.3,84298100,537.8,165479400,11590,10087,671.1,19205,174,1546
181,2019-10-19,201942,1,20197141,와일드 로즈,2019-10-17,47265400,19.1,47265400,100.0,79214300,6292,6292,100.0,10534,151,828
182,2019-10-19,201942,2,20195829,신문기자,2019-10-17,39730180,16.0,39730180,100.0,54610240,4642,4642,100.0,6469,128,611
183,2019-10-19,201942,3,19848168,블러드 심플,2019-10-17,14686900,5.9,12866900,707.0,34190100,1756,1574,864.8,4023,30,135
184,2019-10-19,201942,4,20194241,토막살인범의 고백,2019-10-17,6331040,2.6,6331040,100.0,10093520,783,783,100.0,1284,60,218
185,2019-10-19,201942,5,19998032,아이언 자이언트,2019-10-09,5020000,2.0,-22013520,-81.4,76476700,598,-2556,-81.0,9142,15,51
186,2019-10-19,201942,6,20195889,트루 시크릿,2019-10-03,4510380,1.8,-317920,-6.6,41567140,538,-16,-2.9,4885,13,44
187,2019-10-19,201942,7,20194921,100일 동안 100가지로 100퍼센트 행복찾기,2019-09-12,3703100,1.5,-1224300,-24.8,244168890,425,-151,-26.2,30659,7,26
188,2019-10-19,201942,8,20195081,디어 마이 프렌드,2019-10-09,2149200,0.9,-22864300,-91.4,91967400,324,-2702,-89.3,11534,12,50
189,2019-10-19,201942,9,20196566,여배우들의 티타임,2019-10-10,2704500,1.1,-3372280,-55.5,14584260,290,-360,-55.4,1755,12,40
190,2019-10-12,201941,0,20196671,쿵푸 보이,2019-10-09,28954000,19.7,28954000,100.0,66658920,3686,3686,100.0,8464,195,491
191,2019-10-12,201941,1,19998032,아이언 자이언트,2019-10-09,27033520,18.3,25404620,1559.6,59808800,3154,2964,1560.0,7097,152,452
192,2019-10-12,201941,2,20195081,디어 마이 프렌드,2019-10-09,25013500,17.0,25013500,100.0,78453300,3026,3026,100.0,9598,115,653
193,2019-10-12,201941,3,20194223,너를 만난 여름,2019-10-16,15674700,10.6,15674700,100.0,20642700,1503,1503,100.0,2055,10,16
194,2019-10-12,201941,4,20190276,미드 90,2019-09-25,7440200,5.0,-4949260,-39.9,155184068,754,-590,-43.9,18368,22,71
195,2019-10-12,201941,5,20197518,미드소마 감독판,2019-10-03,7277800,4.9,-12172220,-62.6,46886400,720,-1371,-65.6,5132,16,48
196,2019-10-12,201941,6,20196566,여배우들의 티타임,2019-10-10,6076780,4.1,6076780,100.0,8592280,650,650,100.0,983,22,86
197,2019-10-12,201941,7,20194921,100일 동안 100가지로 100퍼센트 행복찾기,2019-09-12,4927400,3.3,-3225580,-39.6,237795590,576,-421,-42.2,29888,11,37
198,2019-10-12,201941,8,20195889,트루 시크릿,2019-10-03,4828300,3.3,-3599780,-42.7,32918460,554,-429,-43.6,3777,14,45
199,2019-10-12,201941,9,20194442,플레이모빌: 더 무비,2019-09-11,4725000,3.2,4725000,100.0,225898260,545,545,100.0,28850,2,3
200,2019-10-05,201940,0,20197518,미드소마 감독판,2019-10-03,19450020,22.8,17650020,980.6,29481220,2091,1911,1061.7,3193,37,119
201,2019-10-05,201940,1,20195968,더 룸,2019-09-25,18289200,21.5,-201364600,-91.7,455202100,1980,-22709,-92.0,55893,42,161
202,2019-10-05,201940,2,20190276,미드 90,2019-09-25,12389460,14.6,-39293748,-76.0,136224568,1344,-4286,-76.1,16356,41,148
203,2019-10-05,201940,3,20194921,100일 동안 100가지로 100퍼센트 행복찾기,2019-09-12,8152980,9.6,-13746360,-62.8,225036050,997,-1614,-61.8,28313,19,65
204,2019-10-05,201940,4,20195889,트루 시크릿,2019-10-03,8428080,9.9,8428080,100.0,20269780,983,983,100.0,2255,24,83
207,2019-10-05,201940,7,20190796,다운 어 다크 홀,2019-09-26,1350000,1.6,-10900000,-89.0,26100000,270,-2180,-89.0,5220,2,6
208,2019-10-05,201940,8,20183926,윈체스터,2019-09-19,1350000,1.6,0,0.0,29600000,270,0,0.0,5920,2,6
209,2019-10-05,201940,9,20191721,벨 칸토,2019-09-26,1350000,1.6,-12900000,-90.5,28250000,270,-2580,-90.5,5650,2,6
210,2019-09-28,201939,0,20195968,더 룸,2019-09-25,219653800,59.7,214090800,3848.5,361460500,24689,24135,4356.5,44682,163,1531
211,2019-09-28,201939,1,20190276,미드 90,2019-09-25,51683208,14.1,49835208,2696.7,93429248,5630,5457,3154.3,11238,101,446
212,2019-09-28,201939,2,20191721,벨 칸토,2019-09-26,14250000,3.9,14250000,100.0,21400000,2850,2850,100.0,4280,47,87
213,2019-09-28,201939,3,20194921,100일 동안 100가지로 100퍼센트 행복찾기,2019-09-12,21899340,6.0,-16695900,-43.3,190665990,2611,-2089,-44.4,23941,33,120
214,2019-09-28,201939,4,20190796,다운 어 다크 홀,2019-09-26,12250000,3.3,12250000,100.0,19050000,2450,2450,100.0,3810,20,59
215,2019-09-28,201939,5,20198907,내 완벽한 남사친의 비밀,2019-03-27,11440320,3.1,167280,1.5,140847600,2164,30,1.4,26739,7,13
216,2019-09-28,201939,6,20195202,뷰티풀 보이,2019-09-19,6469068,1.8,-30770272,-82.6,100494798,788,-3793,-82.8,12803,26,73
217,2019-09-28,201939,7,20194977,와인스타인,2019-09-26,4056560,1.1,3951560,3763.4,8150320,486,471,3140.0,1055,43,168
218,2019-09-28,201939,8,20189077,비뚤어진 집,2019-09-19,2653400,0.7,-43711480,-94.3,85453480,328,-4927,-93.8,10279,15,41
219,2019-09-28,201939,9,20183926,윈체스터,2019-09-19,1350000,0.4,-11100000,-89.2,26450000,270,-2220,-89.2,5290,2,6
220,2019-09-21,201938,0,20189077,비뚤어진 집,2019-09-19,46364880,22.0,43509380,1523.7,67472640,5255,4997,1936.8,7861,135,630
221,2019-09-21,201938,1,20194921,100일 동안 100가지로 100퍼센트 행복찾기,2019-09-12,38595240,18.3,-14838930,-27.8,145327030,4700,-1749,-27.1,18114,44,189
222,2019-09-21,201938,2,20195202,뷰티풀 보이,2019-09-19,37239340,17.7,26539840,248.0,75625660,4581,3388,284.0,9498,116,500
223,2019-09-21,201938,3,20183926,윈체스터,2019-09-19,12450000,5.9,12450000,100.0,19600000,2490,2490,100.0,3920,20,60
224,2019-09-21,201938,4,20198907,내 완벽한 남사친의 비밀,2019-03-27,11273040,5.4,4992960,79.5,123663320,2134,988,86.2,23520,6,12
225,2019-09-21,201938,5,20194187,디스트로이어,2019-09-19,15348060,7.3,14077560,1108.0,26350300,1833,1678,1082.6,3128,92,385
226,2019-09-21,201938,6,20194442,플레이모빌: 더 무비,2019-09-11,9726580,4.6,-91701680,-90.4,218269960,1347,-11181,-89.2,27812,34,84
227,2019-09-21,201938,7,20193516,언더 더 실버레이크,2019-09-19,9669280,4.6,9669280,100.0,21467760,1035,1035,100.0,2341,31,104
228,2019-09-21,201938,8,20195968,더 룸,2019-09-25,5563000,2.6,-3966000,-41.6,19301600,554,-829,-59.9,2528,2,2
229,2019-09-21,201938,9,20100261,싱글맨,2010-05-27,2784800,1.3,2784800,100.0,155250500,313,313,100.0,19943,5,14
230,2019-09-14,201937,0,20194442,플레이모빌: 더 무비,2019-09-11,101428260,42.9,92473260,1032.6,196208580,12528,11518,1140.4,24714,246,839
231,2019-09-14,201937,1,20194921,100일 동안 100가지로 100퍼센트 행복찾기,2019-09-12,53434170,22.6,52584170,6186.4,79695030,6449,6308,4473.8,9785,37,150
233,2019-09-14,201937,3,20195968,더 룸,2019-09-25,9529000,4.0,9529000,100.0,12730600,1383,1383,100.0,1848,5,15
234,2019-09-14,201937,4,20195202,뷰티풀 보이,2019-09-19,10699500,4.5,10699500,100.0,18921500,1193,1193,100.0,2343,8,21
235,2019-09-14,201937,5,20198907,내 완벽한 남사친의 비밀,2019-03-27,6280080,2.7,1297080,26.0,98455760,1146,246,27.3,18603,3,7
236,2019-09-14,201937,6,20194861,블라인드 멜로디,2019-08-28,8976000,3.8,-17095900,-65.6,203969400,1074,-2064,-65.8,25219,19,53
237,2019-09-14,201937,7,20171021,커런트 워,2019-08-22,3332800,1.4,-38398500,-92.0,1814699400,522,-5756,-91.7,210481,5,13
239,2019-09-14,201937,9,20193921,디터 람스,2019-08-22,3639500,1.5,100000,2.8,43977010,404,-12,-2.9,5203,5,16
240,2019-09-07,201936,0,20171021,커런트 워,2019-08-22,41731300,23.5,-153226100,-78.6,1787752800,6278,-15856,-71.6,206919,59,267
241,2019-09-07,201936,1,20149629,비긴 어게인,2014-08-13,26892500,15.2,22013500,451.2,27199775961,4506,3690,452.2,3443458,68,218
242,2019-09-07,201936,2,20194861,블라인드 멜로디,2019-08-28,26071900,14.7,-39361500,-60.2,183235000,3138,-4437,-58.6,22620,82,270
243,2019-09-07,201936,3,20191403,틴 스피릿,2019-09-04,18827330,10.6,18827330,100.0,52263410,2280,2280,100.0,6260,162,595
244,2019-09-07,201936,4,20194442,플레이모빌: 더 무비,2019-09-11,8955000,5.0,8955000,100.0,14400000,1010,1010,100.0,1615,7,7
246,2019-09-07,201936,6,20198907,내 완벽한 남사친의 비밀,2019-03-27,4983000,2.8,-2188700,-30.5,84335300,900,-464,-34.0,15957,2,5
248,2019-09-07,201936,8,20192362,주전장,2019-07-25,4337500,2.4,-40250,-0.9,293633390,709,99,16.2,37448,13,41
249,2019-09-07,201936,9,20192082,바우하우스,2019-08-29,5729880,3.2,-1511818,-20.9,24927738,657,-152,-18.8,2871,15,43
250,2019-08-31,201935,0,20171021,커런트 워,2019-08-22,194957400,46.5,-691113100,-78.0,1694668900,22134,-73857,-76.9,194259,193,1215
251,2019-08-31,201935,1,20194861,블라인드 멜로디,2019-08-28,65433400,15.6,65433400,100.0,128626400,7575,7575,100.0,15712,138,703
252,2019-08-31,201935,2,20193953,동키 킹,2019-08-28,44274600,10.6,44274600,100.0,58041060,5683,5683,100.0,7563,185,503
253,2019-08-31,201935,3,20191604,애프터,2019-08-22,38544430,9.2,-205926230,-84.2,470226080,4423,-23438,-84.1,55692,51,218
254,2019-08-31,201935,4,20193682,룩 어웨이,2019-08-21,2856000,0.7,-2392200,-45.6,19503800,2817,2254,400.4,7135,3,20
256,2019-08-31,201935,6,20198907,내 완벽한 남사친의 비밀,2019-03-27,7171700,1.7,-1505950,-17.4,74453750,1364,-244,-15.2,14157,4,7
257,2019-08-31,201935,7,20149629,비긴 어게인,2014-08-13,4879000,1.2,4879000,100.0,27158563961,816,816,100.0,3436545,56,57
258,2019-08-31,201935,8,20192082,바우하우스,2019-08-29,7241698,1.7,6588698,1009.0,12774878,809,741,1089.7,1519,14,47
259,2019-08-31,201935,9,20193921,디터 람스,2019-08-22,5875980,1.4,-832560,-12.4,29612210,650,-111,-14.6,3502,11,34
260,2019-08-24,201934,0,20171021,커런트 워,2019-08-22,886070500,70.6,886070500,100.0,1189836300,95991,95991,100.0,131202,276,3761
261,2019-08-24,201934,1,20191604,애프터,2019-08-22,244470660,19.5,242310660,11218.1,328524780,27861,27717,19247.9,37839,235,1221
263,2019-08-24,201934,3,20198907,내 완벽한 남사친의 비밀,2019-03-27,8677650,0.7,2112400,32.2,64356050,1608,439,37.6,12260,4,10
264,2019-08-24,201934,4,20192362,주전장,2019-07-25,10999580,0.9,-19015380,-63.4,273690000,1386,-2342,-62.8,34478,27,80
265,2019-08-24,201934,5,20190501,인면어: 저주의 시작,2019-08-14,5790000,0.5,3421500,144.5,37364680,1158,893,337.0,5767,5,7
266,2019-08-24,201934,6,20190701,누구나 아는 비밀,2019-08-01,6909280,0.6,-17482520,-71.7,222971160,923,-2106,-69.5,28800,20,51
267,2019-08-24,201934,7,20193827,블루노트 레코드,2019-08-15,8044180,0.6,-10562360,-56.8,46583940,918,-1161,-55.8,5437,17,61
268,2019-08-24,201934,8,20193881,호크니,2019-08-08,7448900,0.6,-12415100,-62.5,124601400,902,-1361,-60.1,15156,15,49
269,2019-08-24,201934,9,20193921,디터 람스,2019-08-22,6708540,0.5,6557540,4342.7,16566400,761,738,3208.7,1954,11,34
270,2019-08-17,201933,0,20191527,지구공룡대탐험,2019-08-15,49039680,20.4,49039680,100.0,131653410,6361,6361,100.0,16747,212,678
271,2019-08-17,201933,1,20192362,주전장,2019-07-25,30014960,12.5,-2118730,-6.6,249979890,3728,-149,-3.8,31325,40,145
272,2019-08-17,201933,2,20192347,수상한 교수,2019-08-15,29045870,12.1,29045870,100.0,76023610,3319,3319,100.0,8775,102,383
273,2019-08-17,201933,3,20190701,누구나 아는 비밀,2019-08-01,24391800,10.1,-6397940,-20.8,204311140,3029,-757,-20.0,26194,27,92
274,2019-08-17,201933,4,20193881,호크니,2019-08-08,19864000,8.3,-17277140,-46.5,103537400,2263,-2006,-47.0,12543,33,112
275,2019-08-17,201933,5,20193827,블루노트 레코드,2019-08-15,18606540,7.7,18606540,100.0,27872580,2079,2079,100.0,3152,23,84
277,2019-08-17,201933,7,20190273,천로역정: 천국을 찾아서,2019-06-13,8093600,3.4,-1548200,-16.1,2176915810,1224,-291,-19.2,292518,10,36
