,Date,Week,Rank,MovieCode,MovieName,OpenDate,SalesAmount,SalesShare,SalesInten,SalesChange,SalesAcc,AudienceCount,AudienceInten,AudienceChange,AudienceAcc,ScreenCount,ShowCount
4,2020-02-29,202009,4,20170272,산상수훈,2017-12-07,413000,3.6,0,0.0,416034790,35,0,0.0,55033,1,1
7,2020-02-29,202009,7,20196284,윤희에게,2019-11-14,72000,0.6,-196000,-73.1,968439809,8,-24,-75.0,121506,1,2
8,2020-02-29,202009,8,20181103,벌새,2019-08-29,72000,0.6,-18000,-20.0,1185096074,8,-2,-20.0,145795,1,1
11,2020-02-22,202008,1,20170272,산상수훈,2017-12-07,413000,9.1,8000,2.0,415621790,35,1,2.9,54998,1,1
12,2020-02-22,202008,2,20196284,윤희에게,2019-11-14,268000,5.9,-523700,-66.1,968247809,32,-78,-70.9,121484,3,7
17,2020-02-22,202008,7,20169284,이태원,2019-12-05,139000,3.1,-430000,-75.6,26671260,18,-47,-72.3,3311,2,3
18,2020-02-22,202008,8,20189281,폴란드로 간 아이들,2018-10-31,34000,0.8,34000,100.0,389552800,17,17,100.0,51061,1,5
21,2020-02-15,202007,1,20196284,윤희에게,2019-11-14,791700,11.4,-61300,-7.2,967266309,110,9,8.9,121362,7,13
24,2020-02-15,202007,4,20181168,메기,2019-09-26,621000,8.9,554000,826.9,329034828,69,62,885.7,39005,1,1
25,2020-02-15,202007,5,20169284,이태원,2019-12-05,569000,8.2,548000,2609.5,26379260,65,62,2066.7,3276,2,4
27,2020-02-15,202007,7,20181103,벌새,2019-08-29,306000,4.4,174000,131.8,1184111074,34,20,142.9,145688,1,1
28,2020-02-15,202007,8,20170272,산상수훈,2017-12-07,405000,5.8,-8000,-1.9,415196790,34,-1,-2.9,54962,1,1
32,2020-02-08,202006,2,20196284,윤희에게,2019-11-14,853000,18.9,-685908,-44.6,965867609,101,-114,-53.0,121175,5,10
35,2020-02-08,202006,5,20170272,산상수훈,2017-12-07,413000,9.1,-7000,-1.7,414791790,35,0,0.0,54928,1,1
36,2020-02-08,202006,6,20181103,벌새,2019-08-29,132000,2.9,-226000,-63.1,1182951074,14,-29,-67.4,145553,1,3
38,2020-02-08,202006,8,20181168,메기,2019-09-26,67000,1.5,49000,272.2,328183828,7,4,133.3,38909,1,2
39,2020-02-08,202006,9,20199346,우키시마호,2019-09-19,14000,0.3,4000,40.0,21023940,7,2,40.0,2549,1,6
43,2020-02-01,202005,3,20196284,윤희에게,2019-11-14,1538908,11.8,-72092,-4.5,964450609,215,22,11.4,121000,4,12
44,2020-02-01,202005,4,20198182,아내를 죽였다,2019-12-11,740000,5.7,740000,100.0,794209560,148,148,100.0,97719,2,2
49,2020-02-01,202005,9,20169284,이태원,2019-12-05,636000,4.9,215000,51.1,25338260,64,16,33.3,3156,1,3
52,2020-01-25,202004,2,20196284,윤희에게,2019-11-14,1611000,14.6,-777000,-32.5,960968701,193,-114,-37.1,120524,6,16
56,2020-01-25,202004,6,20169284,이태원,2019-12-05,421000,3.8,-270000,-39.1,24444260,48,-27,-36.0,3060,3,6
57,2020-01-25,202004,7,20181103,벌새,2019-08-29,361000,3.3,-192000,-34.7,1181254074,42,-20,-32.3,145360,1,3
58,2020-01-25,202004,8,20181168,메기,2019-09-26,285000,2.6,231000,427.8,327933828,32,23,255.6,38880,1,2
59,2020-01-25,202004,9,20170272,산상수훈,2017-12-07,308000,2.8,48000,18.5,413958790,27,0,0.0,54858,1,1
63,2020-01-18,202003,3,20196284,윤희에게,2019-11-14,2388000,6.9,-2891500,-54.8,957108001,307,-330,-51.8,120028,7,19
67,2020-01-18,202003,7,20196732,헤로니모,2019-11-21,871000,2.5,-82000,-8.6,116757720,88,-31,-26.1,15910,2,3
69,2020-01-18,202003,9,20191106,영화로운 나날,2019-12-12,634500,1.8,428500,208.0,15941480,76,44,137.5,2023,3,3
72,2020-01-11,202002,2,20196284,윤희에게,2019-11-14,5279500,6.9,-2747500,-34.2,951940001,637,-237,-27.1,119354,11,29
74,2020-01-11,202002,4,20190470,이타미 준의 바다,2019-08-15,865000,1.1,865000,100.0,190028160,144,144,100.0,23446,1,1
76,2020-01-11,202002,6,20191371,디아스포라의 노래 : 아리랑 로드 ,2019-12-12,620000,0.8,-15000,-2.4,12674500,124,-2,-1.6,2250,2,3
77,2020-01-11,202002,7,20196732,헤로니모,2019-11-21,953000,1.2,-398000,-29.5,115846720,119,-62,-34.3,15816,2,3
78,2020-01-11,202002,8,20169284,이태원,2019-12-05,992000,1.3,-593000,-37.4,22409260,113,-76,-40.2,2826,4,11
79,2020-01-11,202002,9,20181103,벌새,2019-08-29,911000,1.2,-125000,-12.1,1178802074,100,-17,-14.5,145074,3,6
81,2020-01-04,202001,1,20196284,윤희에게,2019-11-14,8027000,25.7,456600,6.0,942649501,874,-18,-2.0,118212,11,33
82,2020-01-04,202001,2,20184133,어제 일은 모두 괜찮아,2019-11-21,2236000,7.2,1436000,179.5,133789280,551,369,202.7,18556,2,5
84,2020-01-04,202001,4,20169284,이태원,2019-12-05,1585000,5.1,838000,112.2,20709260,189,88,87.1,2622,7,16
85,2020-01-04,202001,5,20196732,헤로니모,2019-11-21,1351000,4.3,361400,36.5,113125720,181,48,36.1,15349,3,6
86,2020-01-04,202001,6,20191371,디아스포라의 노래 : 아리랑 로드 ,2019-12-12,635000,2.0,385000,154.0,10039500,126,79,168.1,1724,3,6
87,2020-01-04,202001,7,20181103,벌새,2019-08-29,1036000,3.3,-782000,-43.0,1177460074,117,-95,-44.8,144915,3,6
88,2020-01-04,202001,8,20196760,대통령의 7시간,2019-11-14,689000,2.2,-530000,-43.5,240474840,88,-76,-46.3,28521,4,12
90,2019-12-28,201952,0,20196284,윤희에게,2019-11-14,7570400,26.8,-6123600,-44.7,926724150,892,-764,-46.1,116333,13,35
91,2019-12-28,201952,1,20190678,삽질,2019-11-14,2599000,9.2,1654000,175.0,121326530,278,183,192.6,15274,3,8
92,2019-12-28,201952,2,20181103,벌새,2019-08-29,1818000,6.4,-483000,-21.0,1173660925,212,-103,-32.7,144414,5,9
93,2019-12-28,201952,3,20184133,어제 일은 모두 괜찮아,2019-11-21,800000,2.8,-3390500,-80.9,129624280,182,-822,-81.9,17542,2,5
94,2019-12-28,201952,4,20196760,대통령의 7시간,2019-11-14,1219000,4.3,451500,58.8,238897840,164,70,74.5,28318,5,15
95,2019-12-28,201952,5,20198182,아내를 죽였다,2019-12-11,984800,3.5,222600,29.2,764759760,163,48,41.7,91922,3,6
96,2019-12-28,201952,6,20191106,영화로운 나날,2019-12-12,777500,2.8,-349500,-31.0,12010980,155,62,66.7,1516,8,17
97,2019-12-28,201952,7,20191546,월성,2019-12-12,1119500,4.0,-5615400,-83.4,39578760,151,-550,-78.5,4666,4,7
99,2019-12-28,201952,9,20196705,집 이야기,2019-11-28,1046000,3.7,97500,10.3,66693080,137,-36,-20.8,9835,4,8
100,2019-12-21,201951,0,20196284,윤희에게,2019-11-14,13694000,27.7,-17542460,-56.2,903961670,1656,-1919,-53.7,113579,27,87
101,2019-12-21,201951,1,20184133,어제 일은 모두 괜찮아,2019-11-21,4190500,8.5,-19500,-0.5,124730780,1004,215,27.2,16379,6,17
102,2019-12-21,201951,2,20191546,월성,2019-12-12,6734900,13.6,-6575560,-49.4,36149160,701,-711,-50.4,4237,7,19
103,2019-12-21,201951,3,20196732,헤로니모,2019-11-21,4345600,8.8,2410000,124.5,97498620,563,313,125.2,12791,5,13
104,2019-12-21,201951,4,20198597,교회오빠,2019-05-16,3260000,6.6,-1166000,-26.3,890805710,492,-3,-0.6,111994,2,4
105,2019-12-21,201951,5,20181103,벌새,2019-08-29,2301000,4.7,-4227780,-64.8,1167664925,315,-423,-57.3,143684,7,13
106,2019-12-21,201951,6,20195561,행동하는 양심 김대중,2019-11-28,2032000,4.1,1948000,2319.0,41356360,204,195,2166.7,5260,1,3
107,2019-12-21,201951,7,20181087,호흡,2019-12-19,1717100,3.5,1717100,100.0,7442100,194,194,100.0,901,18,56
108,2019-12-21,201951,8,20191371,디아스포라의 노래 : 아리랑 로드 ,2019-12-12,929000,1.9,424000,84.0,5547500,180,105,140.0,851,4,11
109,2019-12-21,201951,9,20196705,집 이야기,2019-11-28,948500,1.9,-177500,-15.8,64640080,173,73,73.0,9547,5,9
110,2019-12-14,201950,0,20198182,아내를 죽였다,2019-12-11,379865860,80.0,379865860,100.0,626251940,43647,43647,100.0,74840,546,3445
111,2019-12-14,201950,1,20196284,윤희에게,2019-11-14,31236460,6.6,-18570780,-37.3,866943030,3575,-2352,-39.7,108889,50,198
112,2019-12-14,201950,2,20191546,월성,2019-12-12,13310460,2.8,9614460,260.1,21082460,1412,926,190.5,2370,24,69
113,2019-12-14,201950,3,20181167,속물들,2019-12-12,8533780,1.8,8533780,100.0,13248540,1006,1006,100.0,1643,85,324
114,2019-12-14,201950,4,20184133,어제 일은 모두 괜찮아,2019-11-21,4210000,0.9,-3623000,-46.3,115270280,789,-300,-27.5,14323,6,18
115,2019-12-14,201950,5,20181103,벌새,2019-08-29,6528780,1.4,5075780,349.3,1163313725,738,568,334.1,143113,7,13
116,2019-12-14,201950,6,20198597,교회오빠,2019-05-16,4426000,0.9,3617000,447.1,886379710,495,390,371.4,111373,3,4
117,2019-12-14,201950,7,20196405,극장판 타오르지마 버스터-블랙어썰트의 귀환,2019-12-05,3170600,0.7,-58315340,-94.8,87374640,488,-7377,-93.8,11341,10,26
118,2019-12-14,201950,8,20196760,대통령의 7시간,2019-11-14,3203500,0.7,-1351800,-29.7,231858840,452,-109,-19.4,27361,9,35
119,2019-12-14,201950,9,20191106,영화로운 나날,2019-12-12,3279500,0.7,3279500,100.0,7845500,352,352,100.0,925,15,41
120,2019-12-07,201949,0,20196405,극장판 타오르지마 버스터-블랙어썰트의 귀환,2019-12-05,61485940,37.5,59601940,3163.6,78272240,7865,7551,2404.8,9965,259,693
121,2019-12-07,201949,1,20196284,윤희에게,2019-11-14,49807240,30.4,-40986060,-45.1,804426730,5927,-4702,-44.2,101239,51,252
122,2019-12-07,201949,2,20195083,너의 여자친구,2019-12-04,8793880,5.4,2061880,30.6,29851520,1403,791,129.2,4005,52,173
123,2019-12-07,201949,3,20184133,어제 일은 모두 괜찮아,2019-11-21,7833000,4.8,1750200,28.8,97976780,1089,426,64.3,11451,9,24
124,2019-12-07,201949,4,20190678,삽질,2019-11-14,4729500,2.9,2003300,73.5,107257530,616,279,82.8,13458,9,26
125,2019-12-07,201949,5,20196760,대통령의 7시간,2019-11-14,4555300,2.8,-5588680,-55.1,225074160,561,-709,-55.8,26409,11,43
126,2019-12-07,201949,6,20191546,월성,2019-12-12,3696000,2.3,3696000,100.0,3696000,486,486,100.0,486,1,3
127,2019-12-07,201949,7,20181164,카센타,2019-11-27,3200100,2.0,-46267420,-93.5,107943900,427,-5576,-92.9,14125,27,78
128,2019-12-07,201949,8,20196732,헤로니모,2019-11-21,2935500,1.8,-4721840,-61.7,70904040,384,-538,-58.4,8753,8,26
129,2019-12-07,201949,9,20195561,행동하는 양심 김대중,2019-11-28,2515800,1.5,-9800580,-79.6,35887260,364,-1094,-75.0,4583,15,43
130,2019-11-30,201948,0,20196284,윤희에게,2019-11-14,90793300,37.5,-707840,-0.8,686559070,10629,-293,-2.7,86344,81,388
131,2019-11-30,201948,1,20181164,카센타,2019-11-27,49467520,20.4,49467520,100.0,79842220,6003,6003,100.0,10173,138,565
132,2019-11-30,201948,2,20196705,집 이야기,2019-11-28,17948900,7.4,17948900,100.0,27562380,2106,2106,100.0,3374,72,312
133,2019-11-30,201948,3,20195561,행동하는 양심 김대중,2019-11-28,12316380,5.1,12316380,100.0,23471460,1458,1458,100.0,2866,84,307
134,2019-11-30,201948,4,20196760,대통령의 7시간,2019-11-14,10143980,4.2,-11764400,-53.7,215418760,1270,-1308,-50.7,25144,15,64
135,2019-11-30,201948,5,20196732,헤로니모,2019-11-21,7657340,3.2,-14279820,-65.1,60653040,922,-1531,-62.4,7141,18,55
136,2019-11-30,201948,6,20184133,어제 일은 모두 괜찮아,2019-11-21,6082800,2.5,-23574860,-79.5,83239800,663,-2349,-78.0,9437,9,28
137,2019-11-30,201948,7,20195083,너의 여자친구,2019-12-04,6732000,2.8,6732000,100.0,12496000,612,612,100.0,1398,2,3
138,2019-11-30,201948,8,20190703,우리집,2019-08-22,3920000,1.6,3920000,100.0,441168340,550,550,100.0,55578,2,3
139,2019-11-30,201948,9,20198597,교회오빠,2019-05-16,2886000,1.2,2056000,247.7,880955710,428,315,278.8,110754,2,5
140,2019-11-23,201947,0,20196284,윤희에게,2019-11-14,91501140,45.1,-97515920,-51.6,507662430,10922,-13499,-55.3,63686,73,320
141,2019-11-23,201947,1,20184133,어제 일은 모두 괜찮아,2019-11-21,29657660,14.6,24697660,497.9,61461820,3012,2516,507.3,6695,87,338
142,2019-11-23,201947,2,20196760,대통령의 7시간,2019-11-14,21908380,10.8,-78749040,-78.2,191122600,2578,-8402,-76.5,22023,34,125
143,2019-11-23,201947,3,20196732,헤로니모,2019-11-21,21937160,10.8,21937160,100.0,35961640,2453,2453,100.0,4049,63,201
144,2019-11-23,201947,4,20190678,삽질,2019-11-14,15068700,7.4,-15125650,-50.1,90162470,1885,-1568,-45.4,11062,28,77
145,2019-11-23,201947,5,20181103,벌새,2019-08-29,6163000,3.0,1394400,29.2,1140921145,684,112,19.6,140317,7,20
146,2019-11-23,201947,6,20185201,아빠는 예쁘다,2019-11-21,4964080,2.4,4964080,100.0,14709180,520,520,100.0,1603,26,83
147,2019-11-23,201947,7,20193828,북간도의 십자가,2019-10-17,1395000,0.7,-12269000,-89.8,68072160,172,-1888,-91.7,9106,3,6
148,2019-11-23,201947,8,20199564,접전: 갑을 전쟁,2019-11-21,1377600,0.7,1377600,100.0,5423300,139,139,100.0,595,7,20
149,2019-11-23,201947,9,20196781,우리를 갈라놓는 것들,2019-11-28,1340000,0.7,-460000,-25.6,4490000,134,-46,-25.6,464,1,1
150,2019-11-16,201946,0,20196284,윤희에게,2019-11-14,189017060,52.8,188435060,32377.2,274978850,24421,24324,25076.3,34608,310,1525
151,2019-11-16,201946,1,20196760,대통령의 7시간,2019-11-14,100657420,28.1,100657420,100.0,121698400,10980,10980,100.0,13548,84,401
152,2019-11-16,201946,2,20190678,삽질,2019-11-14,30194350,8.4,30194350,100.0,51233370,3453,3453,100.0,6072,171,721
153,2019-11-16,201946,3,20193828,북간도의 십자가,2019-10-17,13664000,3.8,11320200,483.0,66046160,2060,1736,535.8,8843,11,23
154,2019-11-16,201946,4,20181205,영하의 바람,2019-11-14,6034300,1.7,6034300,100.0,15950800,716,716,100.0,1836,26,84
155,2019-11-16,201946,5,20181103,벌새,2019-08-29,4768600,1.3,-2686060,-36.0,1123997445,572,-327,-36.4,137715,12,33
156,2019-11-16,201946,6,20184133,어제 일은 모두 괜찮아,2019-11-21,4960000,1.4,1970000,65.9,18470000,496,198,66.4,2039,3,3
157,2019-11-16,201946,7,20198597,교회오빠,2019-05-16,1760000,0.5,-529000,-23.1,876644710,224,-46,-17.0,110110,2,5
158,2019-11-16,201946,8,20198201,"오늘, 우리",2019-10-31,1580000,0.4,1042200,193.8,6637100,205,137,201.5,875,5,13
159,2019-11-16,201946,9,20196781,우리를 갈라놓는 것들,2019-11-28,1800000,0.5,1800000,100.0,1800000,180,180,100.0,180,1,1
160,2019-11-09,201945,0,20181103,벌새,2019-08-29,7454660,29.3,-673820,-8.3,1113909665,899,-38,-4.1,136452,15,47
161,2019-11-09,201945,1,20181168,메기,2019-09-26,3210000,12.6,-5108400,-61.4,316914777,336,-503,-60.0,37495,9,26
162,2019-11-09,201945,2,20193828,북간도의 십자가,2019-10-17,2343800,9.2,-1284400,-35.4,51592180,324,-136,-29.6,6577,5,19
163,2019-11-09,201945,3,20184133,어제 일은 모두 괜찮아,2019-11-21,2990000,11.7,2990000,100.0,9424000,298,298,100.0,1012,2,2
164,2019-11-09,201945,4,20198597,교회오빠,2019-05-16,2289000,9.0,-1550000,-40.4,874097710,270,-107,-28.4,109775,2,3
165,2019-11-09,201945,5,20182280,졸업,2019-11-07,1357500,5.3,1357500,100.0,8836500,186,186,100.0,1123,12,39
166,2019-11-09,201945,6,20183744,니나 내나,2019-10-30,1375500,5.4,-4548580,-76.8,21171180,172,-545,-76.0,2675,14,37
167,2019-11-09,201945,7,20196732,헤로니모,2019-11-21,1224000,4.8,1224000,100.0,1224000,153,153,100.0,153,1,1
168,2019-11-09,201945,8,20196284,윤희에게,2019-11-14,582000,2.3,582000,100.0,22659000,97,97,100.0,2550,2,2
169,2019-11-09,201945,9,20185350,칠곡 가시나들,2019-02-27,330000,1.3,330000,100.0,342702400,83,83,100.0,42450,1,2
170,2019-11-02,201944,0,20181103,벌새,2019-08-29,8128480,18.6,-4272280,-34.5,1100760045,937,-579,-38.2,134846,17,53
171,2019-11-02,201944,1,20181168,메기,2019-09-26,8318400,19.1,229660,2.8,311094497,839,-16,-1.9,36847,16,41
172,2019-11-02,201944,2,20183744,니나 내나,2019-10-30,5924080,13.6,5924080,100.0,15920180,717,717,100.0,1990,51,179
173,2019-11-02,201944,3,20190678,삽질,2019-11-14,5720000,13.1,5720000,100.0,8292000,715,715,100.0,1057,3,3
174,2019-11-02,201944,4,20193828,북간도의 십자가,2019-10-17,3628200,8.3,-2036200,-35.9,47823380,460,-229,-33.2,6075,10,26
175,2019-11-02,201944,5,20198597,교회오빠,2019-05-16,3839000,8.8,461000,13.6,870786710,377,1,0.3,109378,3,4
176,2019-11-02,201944,6,20191783,열두 번째 용의자,2019-10-10,2179100,5.0,1207800,124.3,41485280,347,216,164.9,5390,7,16
177,2019-11-02,201944,7,20198201,"오늘, 우리",2019-10-31,1576100,3.6,1576100,100.0,3415200,194,194,100.0,428,11,37
178,2019-11-02,201944,8,20193928,나의 노래는 멀리멀리,2019-10-03,674000,1.5,498400,283.8,33629180,162,135,500.0,4129,4,9
179,2019-11-02,201944,9,20183407,버티고,2019-10-16,1116000,2.6,-1592220,-58.8,120197840,159,-146,-47.9,14163,6,22
180,2019-10-26,201943,0,20181103,벌새,2019-08-29,12400760,29.6,-7411420,-37.4,1082933905,1516,-900,-37.3,132557,27,92
181,2019-10-26,201943,1,20181168,메기,2019-09-26,8088740,19.3,-5587460,-40.9,298030917,855,-734,-46.2,35356,20,58
182,2019-10-26,201943,2,20193828,북간도의 십자가,2019-10-17,5664400,13.5,-11010980,-66.0,41693980,689,-1338,-66.0,5270,23,69
184,2019-10-26,201943,4,20198597,교회오빠,2019-05-16,3378000,8.1,778000,29.9,866887710,376,-42,-10.0,108995,3,7
185,2019-10-26,201943,5,20183407,버티고,2019-10-16,2708220,6.5,-47350160,-94.6,115082880,305,-5301,-94.6,13412,18,54
186,2019-10-26,201943,6,20184243,판소리 복서,2019-10-09,1301000,3.1,-4952080,-79.2,200339580,184,-587,-76.1,26429,10,23
187,2019-10-26,201943,7,20191783,열두 번째 용의자,2019-10-10,971300,2.3,-991500,-50.5,38535880,131,-152,-53.7,4904,10,25
188,2019-10-26,201943,8,20190741,김복동,2019-08-08,560000,1.3,-146500,-20.7,695343060,112,-56,-33.3,86132,1,1
189,2019-10-26,201943,9,20186645,밤의 문이 열린다,2019-08-15,975000,2.3,930000,2066.7,25846700,109,104,2080.0,3349,1,3
190,2019-10-19,201942,0,20183407,버티고,2019-10-16,50058380,35.0,37128380,287.1,96891080,5606,4313,333.6,11161,290,1367
191,2019-10-19,201942,1,20181103,벌새,2019-08-29,19812180,13.9,-8640960,-30.4,1055264465,2416,-1085,-31.0,129229,42,156
192,2019-10-19,201942,2,20183848,수상한 이웃,2019-10-09,4758000,3.3,-13015600,-73.2,64092640,2175,-229,-9.5,10997,13,44
193,2019-10-19,201942,3,20193828,북간도의 십자가,2019-10-17,16675380,11.7,16675380,100.0,24711680,2027,2027,100.0,3096,123,420
194,2019-10-19,201942,4,20191845,난폭한 기록,2019-07-11,9435000,6.6,9435000,100.0,82289090,1887,1887,100.0,12040,6,14
195,2019-10-19,201942,5,20181168,메기,2019-09-26,13676200,9.6,-9871020,-41.9,283168077,1589,-1073,-40.3,33632,36,120
196,2019-10-19,201942,6,20184243,판소리 복서,2019-10-09,6253080,4.4,-62525420,-90.9,177882380,771,-7462,-90.6,22884,41,136
198,2019-10-19,201942,8,20198597,교회오빠,2019-05-16,2600000,1.8,462000,21.6,863509710,418,112,36.6,108619,3,4
199,2019-10-19,201942,9,20193928,나의 노래는 멀리멀리,2019-10-03,2942000,2.1,764000,35.1,32469080,394,168,74.3,3893,11,27
200,2019-10-12,201941,0,20184243,판소리 복서,2019-10-09,68778500,36.5,68778500,100.0,137526400,8233,8233,100.0,16827,297,1469
201,2019-10-12,201941,1,20181103,벌새,2019-08-29,28453140,15.1,-5986920,-17.4,1017274965,3501,-716,-17.0,124358,52,207
202,2019-10-12,201941,2,20181168,메기,2019-09-26,23547220,12.5,-8592780,-26.7,253329437,2662,-1081,-28.9,30059,49,172
203,2019-10-12,201941,3,20183848,수상한 이웃,2019-10-09,17773600,9.4,17773600,100.0,48978820,2404,2404,100.0,6337,135,519
204,2019-10-12,201941,4,20191783,열두 번째 용의자,2019-10-10,19219080,10.2,19219080,100.0,26797680,2270,2270,100.0,3271,106,458
205,2019-10-12,201941,5,20183407,버티고,2019-10-16,12930000,6.9,12930000,100.0,18694000,1293,1293,100.0,2079,5,7
207,2019-10-12,201941,7,20180902,아워 바디,2019-09-26,2844300,1.5,-6243620,-68.7,65028247,343,-723,-67.8,7769,16,40
208,2019-10-12,201941,8,20198597,교회오빠,2019-05-16,2138000,1.1,1944000,1002.1,860756710,306,279,1033.3,108184,4,10
209,2019-10-12,201941,9,20198435,첫잔처럼,2019-10-11,1305000,0.7,1305000,100.0,1305000,290,290,100.0,290,1,1
210,2019-10-05,201940,0,20181103,벌새,2019-08-29,34440060,33.6,-16994523,-33.0,956148165,4217,-2017,-32.4,116683,50,209
211,2019-10-05,201940,1,20181168,메기,2019-09-26,32140000,31.4,-44237197,-57.9,200635577,3743,-4854,-56.5,23978,55,249
212,2019-10-05,201940,2,20181096,마왕의 딸 이리샤,2019-09-26,7973160,7.8,-60945760,-88.4,108510280,1459,-7774,-84.2,15093,40,116
213,2019-10-05,201940,3,20180902,아워 바디,2019-09-26,9087920,8.9,-7884177,-46.5,57699527,1066,-874,-45.1,6828,34,109
214,2019-10-05,201940,4,20193928,나의 노래는 멀리멀리,2019-10-03,7882500,7.7,7882500,100.0,18492000,873,873,100.0,2216,22,69
215,2019-10-05,201940,5,20181199,계절과 계절 사이,2019-10-03,3088000,3.0,3088000,100.0,11243200,347,347,100.0,1305,19,52
217,2019-10-05,201940,7,20190703,우리집,2019-08-22,1552200,1.5,-2773700,-64.1,420834840,191,-294,-60.6,52214,10,31
218,2019-10-05,201940,8,20190741,김복동,2019-08-08,771000,0.8,-2336000,-75.2,691079560,127,-253,-66.6,85299,3,4
219,2019-10-05,201940,9,20197441,재혼의 기술,2019-10-17,550000,0.5,550000,100.0,2422000,110,110,100.0,318,1,1
220,2019-09-28,201939,0,20181096,마왕의 딸 이리샤,2019-09-26,68918920,28.7,68918920,100.0,84885820,9233,9233,100.0,11172,314,880
221,2019-09-28,201939,1,20181168,메기,2019-09-26,76377197,31.8,72779697,2023.1,111896257,8597,8178,1951.8,13318,154,718
222,2019-09-28,201939,2,20181103,벌새,2019-08-29,51434583,21.4,-38242067,-42.6,871353125,6234,-4435,-41.6,106148,56,235
223,2019-09-28,201939,3,20180902,아워 바디,2019-09-26,16972097,7.1,16972097,100.0,35502797,1940,1940,100.0,4068,50,207
224,2019-09-28,201939,4,20198597,교회오빠,2019-05-16,7803000,3.3,3750000,92.5,858090710,1219,721,144.8,107814,6,16
225,2019-09-28,201939,5,20183132,사랑의 선물,2019-08-15,2020000,0.8,178000,9.7,59855460,998,350,54.0,10063,1,6
226,2019-09-28,201939,6,20190703,우리집,2019-08-22,4325900,1.8,-6624400,-60.5,415089040,485,-858,-63.9,51461,13,36
227,2019-09-28,201939,7,20190741,김복동,2019-08-08,3107000,1.3,359500,13.1,689664560,380,-76,-16.7,85070,2,5
228,2019-09-28,201939,8,20193669,애월,2019-09-26,3367000,1.4,3367000,100.0,9006000,362,362,100.0,982,17,77
229,2019-09-28,201939,9,20192689,별의 정원,2019-07-04,917000,0.4,217000,31.0,96171300,131,31,31.0,13938,1,1
230,2019-09-21,201938,0,20181103,벌새,2019-08-29,89676650,69.5,-29400630,-24.7,771853922,10669,-3865,-26.6,93366,91,439
231,2019-09-21,201938,1,20190703,우리집,2019-08-22,10950300,8.5,-10627030,-49.3,407390360,1343,-1298,-49.1,50471,25,98
232,2019-09-21,201938,2,20199346,우키시마호,2019-09-19,7363980,5.7,7363980,100.0,17470280,843,843,100.0,2018,64,217
233,2019-09-21,201938,3,20183132,사랑의 선물,2019-08-15,1842000,1.4,1218000,195.2,53494460,648,555,596.8,7525,2,5
234,2019-09-21,201938,4,20198597,교회오빠,2019-05-16,4053000,3.1,2736000,207.7,849871710,498,342,219.2,106539,5,17
235,2019-09-21,201938,5,20190741,김복동,2019-08-08,2747500,2.1,1705000,163.5,683306060,456,324,245.5,84239,6,14
236,2019-09-21,201938,6,20181168,메기,2019-09-26,3597500,2.8,3597500,100.0,15045500,419,419,100.0,1883,4,6
237,2019-09-21,201938,7,20189647,"동물, 원",2019-09-05,2424220,1.9,-18460,-0.8,22944180,296,-43,-12.7,3142,10,31
238,2019-09-21,201938,8,20190470,이타미 준의 바다,2019-08-15,2047800,1.6,-4836700,-70.3,184891660,231,-606,-72.4,22748,9,31
239,2019-09-21,201938,9,20192689,별의 정원,2019-07-04,700000,0.5,700000,100.0,95254300,100,100,100.0,13807,1,1
240,2019-09-14,201937,0,20181103,벌새,2019-08-29,119077280,75.1,5065154,4.4,608792992,14534,1403,10.7,73204,68,383
241,2019-09-14,201937,1,20190703,우리집,2019-08-22,21577330,13.6,-21028996,-49.4,387230420,2641,-2875,-52.1,47923,56,204
242,2019-09-14,201937,2,20190470,이타미 준의 바다,2019-08-15,6884500,4.3,-81700,-1.2,178284900,837,-82,-8.9,21874,19,46
243,2019-09-14,201937,3,20189647,"동물, 원",2019-09-05,2442680,1.5,-2147620,-46.8,19292360,339,-259,-43.3,2683,14,42
244,2019-09-14,201937,4,19820019,만추 리마스터링,2011-02-17,2481000,1.6,2481000,100.0,6346803900,290,290,100.0,850033,5,12
245,2019-09-14,201937,5,20182241,"안녕, 티라노: 영원히, 함께",2019-08-14,1488000,0.9,-2814980,-65.4,1571139230,213,-290,-57.7,201407,4,11
246,2019-09-14,201937,6,20198597,교회오빠,2019-05-16,1317000,0.8,560000,74.0,844906710,156,47,43.1,105916,3,18
247,2019-09-14,201937,7,20190741,김복동,2019-08-08,1042500,0.7,-10846480,-91.2,672123560,132,-1309,-90.8,82501,9,28
248,2019-09-14,201937,8,20183132,사랑의 선물,2019-08-15,624000,0.4,-772500,-55.3,51304460,93,-104,-52.8,6826,1,4
250,2019-09-07,201936,0,20181103,벌새,2019-08-29,114012126,56.7,-9620500,-7.8,377564792,13131,-1088,-7.7,44867,91,500
251,2019-09-07,201936,1,20190703,우리집,2019-08-22,42606326,21.2,-15289608,-26.4,344811510,5516,-1205,-17.9,42585,92,388
253,2019-09-07,201936,3,20190741,김복동,2019-08-08,11888980,5.9,-490150,-4.0,667660560,1441,-284,-16.5,81869,24,65
254,2019-09-07,201936,4,20190470,이타미 준의 바다,2019-08-15,6966200,3.5,-5747560,-45.2,165527740,919,-589,-39.1,20282,21,60
255,2019-09-07,201936,5,20189647,"동물, 원",2019-09-05,4590300,2.3,4590300,100.0,13534500,598,598,100.0,1859,19,61
